ID,Loại,"Mã sản phẩm",Tên,"Đã đăng","Nhãn nổi bật?","Hiển thị trong danh mục","Mô tả ngắn","Mô tả","Ngày bắt đầu giảm giá","Ngày kết thúc giảm giá","Trạng thái thuế","Lớp thuế","Còn hàng?",Kho,"Số lượng tồn kho ít","Cho phép đặt trước?","Bán riêng?","Cân nặng (kg)","Độ dài (cm)","Độ rộng (cm)","Chiều cao (cm)","Cho phép đánh giá của khách hàng?","Ghi chú thanh toán","Giá khuyến mãi","Giá bán thường","Danh mục","Từ khóa","Lớp giao hàng","Hình ảnh","Giới hạn tải xuống","Ngày hết hạn tải về",Gốc,"Các sản phẩm theo nhóm",Upsells,"Bán chéo","URL ngoài","Nội dung nút bấm","Vị trí","Tên thuộc tính 1","Giá trị thuộc tính 1","Thuộc tính hiển thị 1","Thuộc tính toàn cục  1","Tên thuộc tính 2","Giá trị thuộc tính 2","Thuộc tính hiển thị 2","Thuộc tính toàn cục  2","Tên thuộc tính 3","Giá trị thuộc tính 3","Thuộc tính hiển thị 3","Thuộc tính toàn cục 3","Tên thuộc tính 4","Giá trị thuộc tính 4","Thuộc tính hiển thị 4","Thuộc tính toàn cục 4","Tên thuộc tính 5","Giá trị thuộc tính 5","Thuộc tính hiển thị 5","Thuộc tính toàn cục 5","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: _yoast_wpseo_wordproof_timestamp","Attribute 1 type","Attribute 1 swatch(s)","Attribute 2 type","Attribute 2 swatch(s)","Attribute 3 type","Attribute 3 swatch(s)","Attribute 4 type","Attribute 4 swatch(s)","Attribute 5 type","Attribute 5 swatch(s)","Meta: _last_editor_used_jetpack"
4408,variable,11290M,"Converse x DRKSHDW DRKSTAR Chuck 70 Low Top",1,1,visible,,"CONVERSE x DRKSHDW. Break from convention with the DRKSTAR Chuck 70, created by Rick Owens. The subversive design both celebrates and distorts the lines of our best-ever silhouette—literally stretching the possibilities with an elongated tongue and signature DRKSHDW toe cap. The cotton-twill upper and refined finishes add polish and couture-like sophistication to the design’s edgy look and exaggerated features. It’s the bold reinvention of a street classic. And a rebellion against the ubiquitous. Rick Owens crafts a Chuck 70 unlike any other.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/172347c_a_107x1_1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/172347c_c_107x1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/172347c_d_107x1.jpg",,,,,,,,,0,"Màu sắc",Black/Egret/Black,1,1,"Loại giày","Low Tops",0,1,"Màu chủ đạo",Black,0,1,Giá,"Trên 3.000.000đ",0,1,"Kích cỡ","M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5",1,1,,,,,label,,radio,,label,#000000,label,,label,", , , , , , , , , , , , , , , "
4409,variable,39023C,"Converse x DRKSHDW DRKSTAR Chuck 70 High Top",1,1,visible,,"CONVERSE x DRKSHDW. Break from convention with the DRKSTAR Chuck 70, created by Rick Owens. The subversive design both celebrates and distorts the lines of our best-ever silhouette—literally stretching the possibilities with an elongated tongue and signature DRKSHDW toe cap. The cotton-twill upper and refined finishes add polish and couture-like sophistication to the design’s edgy look and exaggerated features. It’s the bold reinvention of a street classic. And a rebellion against the ubiquitous. Rick Owens crafts a Chuck 70 unlike any other.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/172346c_a_107x1_1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/172346c_b_107x1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/172346c_d_107x1.jpg",,,,,,,,,0,"Màu sắc","Lily White/Egret/Black",1,1,"Loại giày","High Tops",0,1,"Màu chủ đạo",White,0,1,Giá,"Trên 3.000.000đ",0,1,"Kích cỡ","M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5",1,1,,,,,label,,radio,,label,#f0f0f1,label,,label,", , , , , , , , , , , , , , "
4410,variable,A3900C,"Converse x DRKSHDW DRKSTAR Chuck 70 High Top",1,1,visible,,"SHATTER THE MOLD. Break from convention with the DRKSTAR Chuck 70, created by Rick Owens. The subversive design both celebrates and distorts the lines of our best-ever silhouette—literally stretching the possibilities with an elongated tongue and signature DRKSHDW toe cap. The cotton-twill upper and refined finishes add polish and couture-like sophistication to the design’s edgy look and exaggerated features. It’s the bold reinvention of a street classic. And a rebellion against the ubiquitous. Rick Owens crafts a Chuck 70 unlike any other.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/172346c_a_107x1_1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/172346c_b_107x1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/172346c_d_107x1.jpg",,,,,,,,,0,"Màu sắc",Black/Egret/Black,1,1,"Loại giày","High Tops",0,1,"Màu chủ đạo",White,0,1,Giá,"Trên 3.000.000đ",0,1,"Kích cỡ","M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5",1,1,,,,,label,,radio,,label,#f0f0f1,label,,label,", , , , , , , , , , , , , , "
4411,variable,A0249X,"Converse x DRKSHDW TURBOWPN High Top",1,1,visible,,"OFF THE COURT. OUT OF PROPORTION. The punk-fueled collaboration with DRKSHDW transforms another court icon: the Converse Weapon. With a rebellious mindset to challenge the ubiquitous and break convention, Rick Owens exaggerates the proportions and distorts the lines of the legendary basketball sneaker. The result is a distinct design that sits at the intersection of hoops style and subversive fashion, bringing the edge of DRKSHDW boots to an iconic ‘80s basketball high top.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/a01290c_a_107x1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/a01290c_c_107x1.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/a01290c_d_107x1.jpg",,,,,,,,,0,"Màu sắc",Clay,1,1,"Loại giày","High Tops",0,1,"Màu chủ đạo",Black,0,1,Giá,"Trên 3.000.000đ",0,1,"Kích cỡ","M 3.5 / W 5, M 4 / W 5.5, M 4.5 / W 6, M 5 / W 6.5, M 6 / W 7.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10",1,1,,,,,label,"High Tops",radio,,label,#000000,label,,label,", , , , , , , "
4412,variable,93230C,"Chuck Taylor All Star Leather High Top",1,1,visible,,"The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper onto the world’s most iconic high top. The classic star-centered ankle patch, vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/132169c_a__2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/132169c_100_b_prem_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/132169c_100_g_prem_2nd.jpg",,,,,,,,,0,"Màu sắc",White,1,1,"Loại giày","High Tops",0,1,"Màu chủ đạo",White,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5",1,1,,,,,label,Platform,radio,,label,#f0f0f1,label,,label,", , , , , , , , , , , , , , , , , , "
4413,variable,93840C,"Chuck Taylor All Star Leather High Top",1,1,visible,,"The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper onto the world’s most iconic high top. The classic star-centered ankle patch, vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/132170c_a_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/132170c_b_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/132170c_f_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/132170c_d_107x1_2nd.jpg",,,,,,,,,0,"Màu sắc",Black,1,1,"Loại giày","High Tops",0,1,"Màu chủ đạo",Black,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5",1,1,,,,,label,Platform,radio,,label,#000000,label,,label,", , , , , , , , , , , , , , , , , , "
4414,variable,2T3992,"Chuck Taylor All Star Leather High Top",1,1,visible,,"The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper onto the world’s most iconic high top. The classic star-centered ankle patch, vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/1t406_a_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/1t406_c_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/1t406_d_107x1_2nd.jpg",,,,,,,,,0,"Màu sắc","White Monochrome",1,1,"Loại giày","High Tops",0,1,"Màu chủ đạo",White,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5",1,1,,,,,label,"High Tops",radio,,label,#f0f0f1,label,,label,", , , , , , , , , , , , , , , , , , "
4415,variable,39349C,"Chuck Taylor All Star Leather Low Top",1,1,visible,,"The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper to the world's most iconic shoe. The vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/132174c_a_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/132174c_d_107x1_2nd.jpg",,,,,,,,,0,"Màu sắc",Black,1,1,"Loại giày","Low Tops",0,1,"Màu chủ đạo",Black,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15, M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11",1,1,,,,,label,Platform,radio,,label,#000000,label,,label,", , , , , , , , , , , , , "
4416,variable,39904C,"Chuck Taylor All Star Leather Low Top",1,1,visible,,"The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper to the world's most iconic shoe. The vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/135253c_a_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/135253c_c_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/135253c_d_107x1_2nd.jpg",,,,,,,,,0,"Màu sắc","Black Monochrome",1,1,"Loại giày","Low Tops",0,1,"Màu chủ đạo",Black,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15, M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11",1,1,,,,,label,"Low Tops",radio,,label,#000000,label,,label,", , , , , , , , , , , , , "
4417,variable,39483A,"Chuck Taylor All Star Leather Low Top",1,1,visible,,"The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper to the world's most iconic shoe. The vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/136823c_a_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/136823c_c_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/136823c_d_107x1_2nd.jpg",,,,,,,,,0,"Màu sắc",White,1,1,"Loại giày","Low Tops",0,1,"Màu chủ đạo",White,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15, M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11",1,1,,,,,label,Platform,radio,,label,#f0f0f1,label,,label,", , , , , , , , , , , , , "
4418,variable,93443X,"Chuck Taylor All Star Shoreline Slip",1,1,visible,,"The Converse Chuck Taylor All Star Shoreline lets you slip on your Chucks and head out, with an elasticized collar and no-tie design.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/537084f_a_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/537084f_c_107x1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/537084f_d_107x1_2nd.jpg",,,,,,,,,0,"Màu sắc",White,0,1,"Loại giày",Platform,0,1,"Màu chủ đạo",White,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","W 10, W 5.5",1,1,,,,,label,Platform,radio,,label,#f0f0f1,label,,label,", "
4419,variable,49300S,"Chuck Taylor All Star Shoreline Slip",1,1,visible,,"The Converse Chuck Taylor All Star Shoreline lets you slip on your Chucks and head out, with an elasticized collar and no-tie design.",,,taxable,,1,,,0,0,,,,,1,,,,Men,,,"http://converse.azdigi.shop/wp-content/uploads/2023/05/537080f_a_107x1_1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/537080f_f_107x1_1_2nd.jpg, http://converse.azdigi.shop/wp-content/uploads/2023/05/537080f_d_107x1_1_2nd.jpg",,,,,,,,,0,"Màu sắc",Black,0,1,"Loại giày",Platform,0,1,"Màu chủ đạo",Blue,0,1,Giá,"Từ 1.000.000đ - 2.000.000đ",0,1,"Kích cỡ","W 10, W 5.5",1,1,,,,,label,Platform,radio,,label,#34b4fc,label,,label,", "
4420,variation,,"Chuck Taylor All Star High Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1290000,,,,,,,M3929C,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,variation,,"Converse x Comme des Garçons PLAY Chuck 70 Low Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3440000,,,,,,,M9403C,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,variation,,"Converse x Comme des Garçons PLAY Chuck 70 Low Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3440000,,,,,,,83920C,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,variation,,"Converse x DRKSHDW DRKSTAR Chuck 70 Low Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3600000,,,,,,,11290M,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,variation,,"Converse x DRKSHDW DRKSTAR Chuck 70 High Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3784000,,,,,,,39023C,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,variation,,"Converse x DRKSHDW DRKSTAR Chuck 70 High Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3784000,,,,,,,A3900C,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,variation,,"Converse x DRKSHDW TURBOWPN High Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4300000,,,,,,,A0249X,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,variation,,"Chuck Taylor All Star Leather High Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1892000,,,,,,,93230C,,,,,,1,"Màu sắc",,,1,"Kích cỡ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
